gene	K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
204372_s_at	273	227.3	371	290.8	476.8	251.8	294.3	311.5	410.3	400.8
204373_s_at	196	205	307.8	347.8	246.5	271	257.8	362	365.3	333.3
204374_s_at	124.3	99	143.5	144.5	180.5	112.5	178.8	158.3	174	265.8
204375_at	160	113	194	217.3	238.8	166	199.3	190.8	210.8	252.3
204376_at	128.8	96.5	221.8	156.3	194.5	157.5	217	224.5	269.3	284.3
204377_s_at	153.5	155.3	247.5	208.8	236.3	172.3	204.3	206	286.5	348.8
204378_at	122.5	97.3	172.3	164.8	171	134.3	165.8	158	160.8	187.8
204379_s_at	113.8	89.3	129.3	163	154.5	105.3	140.3	147	164	254
204380_s_at	88.3	82	99.3	121.8	132.3	106.5	130.3	110.3	123.5	207.8
204381_at	146	126	208.5	200.3	206	130	178	172.8	219	361.8
204382_at	221.5	202.5	319.3	326	439	229.3	301	318.5	324	403.8
204383_at	126.5	141	172.5	193	254.8	169.3	171	210.3	222.3	298.3
204384_at	128.3	90.3	157	156.3	192.3	116.8	132.5	162.3	148	267.3
204385_at	246.8	194.3	392.5	374.5	441.3	234.3	366.8	411	388.8	460.5
204386_s_at	361.3	396.3	436.5	389.3	673.5	316.5	412.8	356.3	443.8	431.8
204387_x_at	373.3	215.8	426	381.5	479.5	364.5	453.3	289.8	363.3	409.8
204388_s_at	74.3	56.3	64.3	78	81.5	76.5	101	76.8	87.5	174
204389_at	84.3	63.5	94.3	91.3	102	81.5	92.5	76	99.5	196
204390_at	94.3	73.3	112.5	103	128.8	95.5	120.3	99.3	125.5	248
204391_x_at	112	112.8	151.3	134.5	161	118.3	197	146	166.8	318.8
204392_at	128.5	112	176	160.3	198.3	110.8	146	172.5	179	275.5
204393_s_at	95.5	90	103	133.5	125	119.5	128.5	117	126.3	240.3
204394_at	184	125	221	214	289.5	144.3	210.5	202.8	233.5	321.8
204395_s_at	248.3	185.3	455.5	363.3	493.5	220.3	387.5	389.5	424.8	473.5
204396_s_at	154.3	125.5	349.5	160.8	317.8	137.3	309.3	273.8	360.3	312.8
204397_at	205.3	160.8	268.3	267.5	327	201	250.5	256.8	240.5	294.3
204398_s_at	277.8	218.3	231.3	309.5	406	249.8	236.3	280	252.3	331.8
204399_s_at	156.5	114	189.3	219.8	229.3	153.8	164.8	181.3	211	325.5
204400_at	91.8	66.8	91.3	118	123	88.3	110.3	89.8	96	156.5
204401_at	780.8	568.8	273	850	1820.8	1107.3	339.3	422	341.3	457.3
204402_at	184.3	133.8	228.8	235.3	230.5	155	194	187.3	223.5	305.3
204403_x_at	99.3	80.5	116.3	112.5	124.3	98.5	97.3	113	116.3	246.3
204404_at	158.8	123.3	203.3	230.8	211.8	142	179.5	255.3	241	275
204405_x_at	184.5	197.3	282	214.3	308.3	193.3	240	259.3	270.3	325.3
204406_at	126.5	75	149.3	176	165.3	108.8	132.8	150.3	151.8	195.8
204407_at	74	75.3	87.3	99.3	137.3	77.8	89	82.3	119.5	146.5
204408_at	183.5	161.8	230.3	239.3	339.5	212.3	208	231.3	228	334.8
204409_s_at	101	156	179.5	114.3	131.3	95	102.3	185.3	239.8	225
204410_at	131.5	109.5	197.8	169.5	199.3	115.3	141.8	200	250.8	260.3
204411_at	234.5	227	519.5	328.3	376.3	223.3	420.8	447.8	559.5	554.8
204412_s_at	107.3	76.3	111.3	145	133	117.5	123.8	102.3	123.5	201.5
204413_at	209	193.8	346.3	279.3	353.5	241.8	282.5	279.5	267.3	349.3
204414_at	71.8	60.3	76	88.5	91.5	73.3	84.5	73.5	96	156
204415_at	112	100	129.3	134.3	142.8	117.5	137	164.3	165.3	322.8
204416_x_at	138	112.5	207	180	255.3	151.3	201	178.3	195.5	320.3
204417_at	141.8	125.5	175.5	192.8	211.5	122	175	174.8	242	229.8
204418_x_at	242	267	272.3	270.5	473.3	264.8	348	447.5	325	546.5
204419_x_at	161	130.3	258.3	206.3	211	136	463.8	231.3	521.8	337.8
204420_at	116	111	142	157.5	172.3	146.8	200.3	141	172	337.5
204421_s_at	114	95.8	131.3	171.3	156.3	113.5	115	125	138	251.3
204422_s_at	72.3	77.5	71.3	73.5	78.8	71.5	70	65.3	81	121.5
204423_at	130	107.3	127.8	161.5	165.3	117.5	171.5	156.5	163.8	233.5
204424_s_at	138.8	108.8	173.5	183	179.3	146	141.5	130.5	180.8	330.5
204425_at	242.5	175.3	457.3	338.3	434	316	344	475.8	481.8	446
204426_at	114	109.5	233	169.3	231.3	112	167.8	192.8	211.8	258.5
204427_s_at	128.3	124.8	320.3	230.8	389.3	135	262.5	311.8	403	362.8
204428_s_at	98.8	91	120.3	139.5	182.3	126	135.5	128.8	159.8	259.8
204429_s_at	139.5	125.3	276.5	194.3	270	130.8	255.8	282.8	278.8	309.8
204430_s_at	121.5	116	223.5	186.3	179.3	115.3	207.5	211.3	236	310.5
204431_at	99.3	87.5	116.3	112.5	132.5	106.5	129.8	113.3	144	290.8
204432_at	114.5	91.3	127	131.8	150.3	111.8	131	111.8	125.3	202.3
204433_s_at	128.3	119.3	188	170.8	220.8	114.3	172.5	172.3	216.3	286.5
204434_at	180.5	126	181.5	184	242.3	164.3	187.3	183.8	204	355
204435_at	120.3	102.8	173	169.5	205.3	147.3	170.3	165.3	221	204
204436_at	183.5	175	225.3	238.3	386.3	227.8	262.8	230	289	480.3
